set_num,name,year,theme_id,num_parts
6563-1,Gator Landing,1996,83,238
6296-1,Shipwreck Island,1996,148,226
1868-1,Freestyle Box,1996,399,220
6046-1,Hemlock Stronghold,1996,191,220
1818-1,Aircraft and Ground Support Equipment and Vehicle,1996,68,203
6938-1,Scorpion Detector,1996,131,196
1737-1,Scorpion Detector,1996,131,195
1821-1,Rally Racers,1996,82,195
4022-1,C26 Sea Cutter,1996,363,193
4147-1,Freestyle Elefant Villa,1996,399,191
6334-1,Wave Jump Racers,1996,82,180
6755-1,Sheriff's Lock-Up,1996,476,177
8230-1,Coastal Cop Buggy / Miami Police Patrol,1996,1,175
6331-1,Patriot Jet,1996,68,166
1660-1,Kronprins Frederik Ferry,1996,471,164
9707-1,Intelligent House Building Set,1996,507,164
1853-1,Navigator,1996,464,158
6492-1,Hypno Cruiser,1996,464,157
6899-1,Nebula Outpost,1996,131,156
1854-1,House with Roof-Windows ( Velux ),1996,69,152
4532-1,Manual Level Crossing,1996,236,135
1817-1,Sea Plane with Hut and Boat,1996,83,134
6581-1,Dig 'N' Dump,1996,72,128
1808-1,Light Aircraft and Ground Support,1996,68,126
8223-1,Hydrofoil 7 / Powerboat Columbia,1996,10,125
6248-1,Volcano Island,1996,148,123
4135-1,Freestyle Garden Friends,1996,399,121
9293-1,Community Workers,1996,533,111
1773-1,Airline Maintenance Vehicle with Trailer,1996,68,108
5875-1,Hospital Ward,1996,321,107
5876-1,Hospital Ward,1996,321,107
2356-1,Jumbo Tub (Zoo Tub),1996,505,106
4012-1,Wave Cops,1996,363,99
1728-1,Crystal Crawler,1996,308,97
6145-1,Crystal Crawler,1996,308,96
1797-1,Bonus Bucket,1996,505,90
2745-1,Deluxe Electric Train Set,1996,634,85
2221-1,Build N' Play Circus Theme,1996,637,82
8207-1,Dune Duster / Hawaiian Beach Racer,1996,11,81
1869-1,South African Flag,1996,468,80
5128-1,"Transparent Plates, Bricks, Toolholders",1996,443,80
6856-1,Planetary Decoder,1996,131,78
6615-1,Eagle Stunt Flyer,1996,68,76
6244-1,Armada Sentry,1996,149,74
6318-1,"Flowers, Trees and Fences",1996,84,73
2699-1,Farm Yard,1996,643,66
6404-1,Carriage Ride,1996,90,66
6625-1,Speed Trackers,1996,80,65
6716-1,Covered Wagon,1996,476,65
5289-1,Toggle Joints & Connectors,1996,453,64
634-1,Extra Bricks in Red,1996,473,62
635-1,Extra Bricks in White,1996,473,62
6024-1,Bandit Ambush,1996,191,60
6135-1,Spy Shark,1996,311,60
632-1,Wheels and Tires,1996,473,60
1843-2,Spyrius Fold-Wing Spacecraft,1996,142,59
6491-1,Rocket Racer,1996,464,58
2220-1,Build N' Play Fire Theme,1996,644,55
4002-1,Riptide Racer,1996,363,53
631-1,Doors and Windows,1996,473,52
6854-1,Alien Fossilizer,1996,131,51
9191-1,Animal Water Park,1996,516,51
2346-1,Train Oval Suitcase,1996,634,50
633-1,Roof Tiles,1996,473,50
1861-1,Box of Bricks,1996,505,49
2339-1,Basic Box,1996,505,49
5133-1,Town Accessories,1996,454,47
1843-3,Royal Knight's Catapult,1996,201,46
2694-1,Mini Farm,1996,643,43
5398-1,Decorated Elements,1996,443,43
2685-1,Water Park,1996,645,42
2349-1,Basic Storage Unit (Green Suitcase),1996,505,41
5835-1,Dance Studio,1996,322,40
6546-1,Slick Racer,1996,82,39
1815-1,Paradisa Lifeguard,1996,90,38
6518-1,Baja Buggy,1996,71,37
2741-1,Electric Train Starter Set,1996,634,35
5820-1,Garden Fun,1996,322,35
2935-1,Fire Engine,1996,664,34
1847-1,Freestyle Set,1996,399,33
2321-1,Happy Birthday Building Set,1996,505,33
2683-1,Police Station,1996,650,33
2791-1,Playground,1996,652,31
6232-1,Skeleton Crew,1996,148,31
5131-1,"Hinges, Couplings, Turntables",1996,443,30
1809-1,Condor Promotional Airplane,1996,466,29
9176-1,Train Track Package,1996,516,29
6517-1,Water Jet,1996,77,28
6712-1,Sheriff's Showdown,1996,476,28
624-1,"Basic Motor, 9V",1996,473,27
6815-1,Hovertron,1996,131,27
6104-1,Aquacessories,1996,314,26
1747-1,Treasure Surprise,1996,148,25
1802-1,Tidy Treasure,1996,148,25
1846-1,Freestyle Set,1996,399,25
2781-1,Bathroom,1996,652,24
1858-1,Droid Scout,1996,131,23
5129-1,Space Accessories,1996,452,22
1752-1,Boat with Armour,1996,201,21
1784-1,Animals Bulk Box,1996,505,21
1804-1,Crossbow Boat,1996,201,21
2917-1,Aeroplane (Airplane),1996,664,19
2697-1,Farm Animals,1996,643,18
1749-1,Paravane,1996,308,16
1806-1,Underwater Scooter,1996,308,16
5290-1,Plates & Gear Racks,1996,453,16
9192-1,Zoo Babies (Zoo Animals),1996,516,16
5130-1,"Windows, Seats, Steering Wheels",1996,443,14
636-1,Pullback Motor,1996,473,14
9752-1,Technic Control Center II,1996,532,14
2133-1,Danone Promotional Set: Impala,1996,468,12
2136-1,Sabah Promotional Set: Airplane,1996,468,12
2139-1,Sabah Promotional Set: Steam Liner,1996,468,12
5291-1,Liftarms & Triangles,1996,453,12
5397-1,Magnets and Magnet Holders,1996,443,12
2696-1,Farm Tractor,1996,643,11
1777-1,Sabah Promotional Set: Plane,1996,468,10
1779-1,Sabah Promotional Set: Helicopter,1996,468,10
1823-1,Sabah Promotional Set: Yacht,1996,468,10
1859-1,Sabah Promotional Set: Aeroplane,1996,468,10
2131-1,Danone Promotional Set: Hippo,1996,468,10
2132-1,Danone Promotional Set: Cow,1996,468,10
2134-1,Danone Promotional Set: Bison,1996,468,10
1778-1,Sabah Promotional Set: Boat,1996,468,9
2135-1,Sabah Promotional Set: Aircraft,1996,468,9
2731-1,Push-Along Play Train,1996,634,9
2739-1,Tip Wagon,1996,634,9
2137-1,Sabah Promotional Set: Swamp Boat,1996,468,8
2138-1,Sabah Promotional Set: Helicopter,1996,468,8
2709-1,Snowmobile,1996,468,8
5396-1,Transparent Windows and Bricks,1996,443,8
2130-1,Danone Promotional Set: Duck,1996,468,7
2674-1,Racing Team,1996,632,7
5395-1,Belville Hospital Accessories,1996,446,7
2673-1,Motorcycle Patrol,1996,650,5
5029-1,Family (Caucasian),1996,504,5
2695-1,Pony Carriage,1996,643,4
5119-1,Micro Motor,1996,453,4
5310-1,Lighting Brick,1996,456,4
5284-1,Loading Grabs,1996,453,3
629-1,Three Building Plates,1996,473,3
637-1,Plastic Playtable,1996,473,3
wwgp1-1,Wild West Limited Edition Gift Pack,1996,476,3
1843-1,Space/Castle Value Pack,1996,126,2
9898-1,9-Volt Long Connecting Leads,1996,1,2
5028-1,Plate 4 x 4,1996,450,1
5087-1,Toolo Wrench,1996,443,1
5292-1,LEGO TECHNIC Storage Case,1996,453,1
5293-1,9V Battery Box,1996,453,1
5309-1,"Wagon Plate, Red (6 x 28)",1996,456,1
5311-1,9V Wires (25.6 cm),1996,1,1
626-1,"Baseplate, Green",1996,473,1
627-1,"Baseplate, Blue",1996,473,1
628-1,X-Large Building Plate (Light Gray),1996,473,1
630-1,Brick Separator,1996,443,1
9833-1,AC Adapter 230V - 10V Transformer,1996,259,1
9833-2,"AC Adapter, 120V - 10V Transformer",1996,259,1
9280-1,Giant Lego Dacta Basic Set,1997,534,1417
8479-1,Barcode Multi-Set,1997,15,1269
5561-1,Big Foot 4x4,1997,278,760
9453-1,Universal School Set,1997,534,697
4128-1,XL Freestyle Bucket,1997,399,657
6097-1,Night Lord's Castle,1997,195,607
8459-1,Pneumatic Front-End Loader,1997,7,595
2556-1,Ferrari Formula 1 Racing Car,1997,278,579
8277-1,Giant Model Set,1997,14,553
6560-1,Diving Expedition Explorer,1997,86,478
2199-1,Large Bulk Bucket,1997,469,467
6441-1,Deep Reef Refuge,1997,86,451
9618-1,Structures Set,1997,529,439
8437-1,Future Car,1997,11,418
6281-1,Pirates Perilous Pitfall,1997,148,404
1867-1,Medium Bulk Bucket,1997,469,400
639-1,"Lots of Extra Basic Bricks, 5+",1997,473,400
2126-1,Train Cars,1997,236,382
8299-1,Search Sub With CDROM,1997,10,371
6975-1,Alien Avenger,1997,144,370
8250-1,Search Sub [No CD],1997,10,370
2154-1,Robo Master,1997,138,362
6559-1,Deep Sea Bounty,1997,86,359
6766-1,Rapid River Village,1997,477,354
9376-1,Lego Dacta Castle Set,1997,512,337
1782-1,Discovery Station,1997,86,329
4055-1,Medium Bucket,1997,399,329
6497-1,Twisted Time Train,1997,464,300
6979-1,Interstellar Starfighter,1997,144,291
2162-1,Hydro Reef Wrecker,1997,309,287
2153-1,Robo Stalker,1997,138,279
8232-1,Chopper Force,1997,6,277
6554-1,Blaze Brigade,1997,98,260
6748-1,Boulder Cliff Canyon,1997,477,256
6087-1,Witch's Magic Manor,1997,195,254
4139-1,Freestyle Bucket,1997,399,249
8414-1,Mountain Rambler,1997,11,243
3290-1,The Big Family House,1997,668,236
6915-1,Warp Wing Fighter,1997,144,234
2152-1,Robo Raptor,1997,138,222
9630-1,Simple Mechanisms Set,1997,1,218
6547-1,Fun Fair,1997,90,204
6558-1,Shark Cage Cove,1997,86,196
8229-1,Tread Trekker,1997,11,185
2149-1,Color Line Container Lorry,1997,70,184
2147-1,Dragon Fly,1997,68,182
6549-1,Roadblock Runners,1997,103,181
5855-1,Riding Stables,1997,323,168
6444-1,Outback Airstrip,1997,89,167
6249-1,Pirates Ambush,1997,148,159
6496-1,Whirling Time Warper,1997,464,158
6250-1,Cross Bone Clipper,1997,148,157
6442-1,Sting Ray Explorer,1997,86,149
6047-1,Traitor Transport,1997,195,145
6099-1,Traitor Transport (with Cave),1997,195,145
6557-1,Treasure Hunters,1997,86,143
8222-1,V-TOL,1997,6,140
2151-1,Robo Raider,1997,138,137
2161-1,Aqua Dozer,1997,309,135
6553-1,Crisis News Crew,1997,89,135
6746-1,Chief's Tepee,1997,477,135
4158-1,Small Freestyle Box,1997,399,132
6548-1,Octan Gas Station,1997,99,128
4137-1,Small Freestyle Clearpack,1997,399,127
9194-1,Giant Dinosaur Set,1997,516,127
3270-1,Dream Cottage,1997,668,119
6490-1,Amazon Crossing,1997,89,119
6999-1,Cyber Saucer,1997,144,113
2160-1,Crystal Scavenger,1997,309,112
6900-1,Cyber Saucer,1997,144,112
9660-1,Early Structures,1997,516,108
8215-1,Gyro Copter,1997,6,107
6566-1,Bank,1997,103,106
2148-1,LEGO Truck,1997,85,105
2247-1,Extra Bricks (M),1997,505,99
9617-1,Pneumatics I: Introduction to Air Power Set,1997,1,97
3243-1,Kitchen,1997,668,96
2266-1,Extra Large Value Bucket,1997,505,91
1781-1,Dino Babies,1997,658,90
8216-1,Turbo I,1997,12,90
6489-1,Seaside Holiday Cottage,1997,90,88
6499-1,Time Tunnelator,1997,464,82
6495-1,Time Tunnelator,1997,464,81
6565-1,Construction Crew,1997,97,78
2186-1,Seaplane,1997,399,77
6556-1,Scuba Squad,1997,86,76
6799-1,Showdown Canyon,1997,476,74
6718-1,Raindance Ridge,1997,477,73
3242-1,Bathroom,1997,668,72
2603-1,Dinosaurs Tub,1997,658,70
2125-1,Green Bucket,1997,505,69
6487-1,Mountain Rescue,1997,89,68
2251-1,Horse 'n' Home,1997,505,67
5874-1,Nursery,1997,321,67
6486-1,Fire Engine,1997,98,67
2187-1,Racer,1997,399,64
2129-1,Blast-Off Dragster,1997,12,63
8205-1,Bungee Blaster,1997,12,63
2604-1,Dino World,1997,658,61
9195-1,Large Dinosaur Set,1997,516,61
6037-1,Witch's Windship,1997,195,60
2852-1,Large Dino Bucket,1997,658,59
2188-1,Speedboat,1997,399,58
6599-1,Shark Attack,1997,86,58
5854-1,Pony Trekking,1997,323,57
9187-1,Police Station,1997,516,56
3240-1,Andrea's Miniature Garden,1997,668,55
6027-1,Bat Lord's Catapult,1997,195,54
3241-1,Nursery,1997,668,53
6829-1,Radon Rover,1997,144,53
2242-1,Extra Bricks (S),1997,505,50
2687-1,Harbour,1997,632,48
6550-1,Outback Racer,1997,89,48
2245-1,Farmhouse Bucket,1997,505,47
2605-1,Dinosaur Park,1997,658,46
2762-1,Family Fun Playground,1997,652,46
6204-1,Buccaneers,1997,148,42
2761-1,Pony Stables,1997,643,41
6417-1,Show Jumping Event,1997,90,41
2124-1,Green Bucket,1997,505,40
6836-1,V-Wing Fighter,1997,144,40
3202-1,Laundry Room,1997,668,38
2252-1,Basic Set,1997,505,37
5392-1,Wild West Accessories,1997,457,37
4157-1,Freestyle Trial Size,1997,399,36
4305-1,Xcyber,1997,144,36
6818-1,Cyborg Scout,1997,144,36
6564-1,Recycle Truck,1997,103,35
3200-1,Beauty Studio,1997,668,33
2241-1,Basic Set,1997,505,32
6555-1,Sea Hunter,1997,86,32
2851-1,Medium Dino Bucket,1997,658,31
5393-1,Headgear (Hats and Hair),1997,454,31
2602-1,Dinosaurs Family Home,1997,658,30
2883-1,Boat,1997,77,30
3201-1,Living Room,1997,668,30
2880-1,Open-Top Jeep,1997,85,29
5404-1,House,1997,451,28
2885-1,Ice Cream Seller,1997,75,27
6706-1,Frontier Patrol,1997,476,27
5228-1,Small Beams and Plates,1997,453,26
6407-1,Fire Chief,1997,98,26
9178-1,Vehicles,1997,516,26
9179-1,Transportation Set,1997,516,26
2886-1,Formula 1 Racing Car,1997,82,25
9157-1,Job Vehicles with Workers,1997,632,24
9631-1,Simple and Motorized Machines Activity Pack,1997,529,24
1096-1,Race Buggy,1997,82,23
3203-1,Dressing Table,1997,668,23
5229-1,Gears & Differentials,1997,453,23
6400-1,Go-Kart,1997,82,23
6406-1,Go-Kart,1997,82,23
2882-1,Speedboat,1997,77,22
1128-1,Santa on Skis,1997,227,21
1826-1,Bird? Boat? Plane?,1997,468,21
2870-1,Paradisa Barbeque,1997,90,21
6004-1,Crossbow Cart,1997,195,21
1827-1,Helicopter,1997,468,20
2845-1,Indian Chief,1997,477,20
2849-1,Helicopter,1997,68,20
2884-1,Microlight,1997,68,20
5201-1,Angle Pieces,1997,453,20
6790-1,Bandit's Wheelgun (Boxed),1997,476,20
6791-1,Bandit's Wheelgun,1997,476,20
6800-1,Cyber Blaster,1997,144,20
6816-1,Cyber Blaster,1997,144,20
1825-1,Racing Car,1997,468,19
2848-1,Fright Knights Flying Machine,1997,195,19
2872-1,Witch and Fireplace,1997,195,19
2881-1,Parking Gate Attendant,1997,85,19
5400-1,Bathroom Accessories,1997,451,19
9177-1,Community Vehicles,1997,516,19
9847-1,Activity Cards for Non-Motorized Simple Machines (979630),1997,532,19
2846-1,Indian Kayak,1997,477,18
1824-1,Flying Duck,1997,468,17
2871-1,Diver and Shark,1997,86,17
5401-1,Kitchen Accessories,1997,451,17
2878-1,Santa Claus,1997,227,16
6007-1,Bat Lord,1997,195,16
6709-1,Tribal Chief,1997,477,16
2805-1,Pony Club,1997,632,15
2847-1,Flyer,1997,144,15
2887-1,Petrol Station Attendant and Pump,1997,76,15
2122-1,Jack in the Box Promotional Set: Bob,1997,468,14
2127-1,Jack in the Box Promotional Set: Nanas,1997,468,13
5821-1,Pamela's Picnic Time,1997,323,13
2123-1,Jack in the Box Promotional Set: Spinner,1997,468,12
5394-1,Horses and Saddles,1997,443,12
2121-1,Jack in the Box Promotional Set: Stomper,1997,468,11
2261-1,Happy Gardener,1997,505,10
2840-1,Danone Promotional Set: Girl,1997,468,10
2874-1,Christmas Set,1997,227,10
5853-1,Lucinda and Cressida,1997,323,10
2163-1,Sabah Promotional Set: Toucan,1997,468,9
2164-1,Sabah Promotional Set: Whale,1997,468,9
2841-1,Danone Promotional Set: Boy,1997,468,9
2873-1,Small Santa Claus,1997,227,9
2876-1,Christmas Set,1997,227,9
2877-1,Snowman,1997,467,9
9848-1,Lamps and Fittings,1997,507,9
1739-1,Penguin,1997,505,8
2167-1,Sabah Promotional Set: Penguin,1997,468,8
2842-1,{Basic Promotional Set},1997,468,8
2843-1,Sabah Promotional Set: Boy,1997,468,8
2844-1,Sabah Promotional Set: Dog,1997,468,8
5202-1,Angle Beams,1997,453,8
5412-1,Andrea,1997,451,8
9196-1,Dinosaurs,1997,516,8
2601-1,T-Rex Dinosaurs (Mother & Baby),1997,658,7
2606-1,Dump Truck,1997,642,7
5117-1,Compressor Pump,1997,453,7
5822-1,Jennifer and Foal,1997,323,7
2181-1,Infomaniac,1997,84,4
2806-1,Mini Dinosaur,1997,658,4
5024-1,Duplo Train,1997,443,4
2189-1,Pony,1997,505,3
2607-1,Speed Car (Catapult Racer),1997,632,3
2684-1,Dinghy,1997,632,3
5026-1,"Toolo Loader, Hook and Turntable",1997,443,3
54-1,UFO Action Pack,1997,144,3
9615-1,Motor Add-On for Simple Mechanisms,1997,507,3
Orlando-1,"LEGO Store Grand Opening Exclusive Set, Imagination Center, Orlando, FL",1997,408,3
VP-5,UFO Value Pack,1997,144,3
VP-7,Fire Value Pack (6554 6407 6564),1997,98,3
4117463-1,Cyber Saucer TRU 50 Years Forever Fun Bundle,1997,144,2
6320-1,T-Road Plates,1997,102,2
6321-1,Curved Road Plates,1997,102,2
6322-1,Straight Road Plates,1997,102,2
6323-1,Cross Road Plates,1997,102,2
697-2,Idea Book 697,1997,497,2
9059-1,Building Plates,1997,516,2
5099-1,Pneumatic Valves,1997,453,1
5116-1,Pneumatic Cylinder 1.25,1997,453,1
5210-1,Elastic Bands,1997,453,1
5391-1,9V Battery Box,1997,443,1
5402-1,Floor Plate 1/2,1997,451,1
5403-1,Floor Plate 1/1,1997,451,1
5110-1,Pneumatic Value Pack,1997,453,0
9645-1,Motorized Simple Machines Set,1997,529,0
9780-1,ROBOLAB Starter Building Set,1998,520,1712
3026-1,25th Anniversary Silver Tub,1998,469,1201
3033-1,Basic Bulk Tub,1998,473,1200
3759-1,35th Anniversary Tub,1998,469,1200
4258-1,Big Box Play Scape,1998,399,1009
2453-1,Large Bulk Bucket,1998,470,950
8483-1,CyberMaster,1998,3,897
8482-1,CyberMaster,1998,3,896
3028-1,25th Anniversary Silver Tub,1998,399,843
3761-1,35th Anniversary Tub,1998,399,842
4229-1,Brick Pack 300,1998,470,812
8462-1,Tow Truck,1998,15,784
9719-1,"Robotics Invention System, Version 1.0",1998,260,736
5988-1,Pharaoh's Forbidden Ruins,1998,297,720
6093-1,Flying Ninja Fortress,1998,434,698
3025-1,25th Anniversary Silver Bucket,1998,469,601
3758-1,35th Anniversary Bucket,1998,469,600
4213-1,Super Set 200,1998,470,519
4216-1,Super Set 100,1998,470,509
4274-1,Freestyle Playdesk,1998,399,508
6199-1,Hydro Crystalization Station,1998,312,485
5542-1,Black Thunder,1998,278,482
8428-1,Turbo Command Featuring CD-ROM Experience Expander,1998,11,472
8432-1,TECHNIC Car,1998,11,471
3041-1,Big Bucket of Fun,1998,470,468
4267-1,Large Bucket,1998,399,468
6977-1,Arachnoid Star Base,1998,134,434
6479-1,Emergency Response Center,1998,92,432
4220-1,Large Box of Bricks,1998,470,428
4244-1,Large Bulk Bucket,1998,399,420
3027-1,25th Anniversary Silver Bucket,1998,399,418
3760-1,35th Anniversary Bucket,1998,399,417
6198-1,Stingray Stormer,1998,313,413
6089-1,Stone Tower Bridge,1998,434,410
2494-1,400-Piece Purple Bucket,1998,469,400
3038-1,Spider Slayer,1998,3,367
8257-1,Cyber Strikers,1998,3,367
8266-1,Spyder Slayer,1998,3,367
6584-1,Extreme Team Challenge,1998,87,364
4222-1,Challenger Set 300,1998,470,363
4224-1,Medium Bucket,1998,470,363
5978-1,Sphinx Secret Surprise,1998,297,353
8417-1,Mag Wheel Master,1998,13,314
3226-1,Cars and Planes,1998,399,311
4254-1,Freestyle Playdesk,1998,399,309
6160-1,Sea Scorpion,1998,313,305
6473-1,Res-Q Cruiser,1998,92,305
5600-1,Radio Control Racer,1998,117,297
6180-1,Hydro Search Sub,1998,312,297
6568-1,Drag Race Rally,1998,87,296
5599-1,Radio Control Racer,1998,117,294
4219-1,Brick Pack 100,1998,470,288
6332-1,Command Post Central,1998,100,288
6582-1,Daredevil Flight Squad,1998,87,287
3225-1,Classic Train,1998,236,281
6088-1,Robber's Retreat,1998,434,281
3591-1,Heli-Transport (Rota-Beast),1998,480,265
4214-1,Medium Bucket,1998,470,264
4215-1,Starter Set 300,1998,470,264
5958-1,Mummy's Tomb,1998,297,258
3047-1,Halloween Bucket,1998,230,256
6969-1,Celestial Stinger,1998,134,253
6919-1,Planetary Prowler,1998,134,248
6330-1,Cargo Center,1998,95,246
4225-1,Challenger Set 350,1998,470,244
9816-1,Numbers & Letters,1998,516,240
5848-1,Family Yacht / Luxury Cruiser,1998,323,230
8248-1,Forklift,1998,7,227
8245-1,Robot's Revenge,1998,3,222
1298-1,Advent Calendar 1998 Classic Basic,1998,212,220
4217-1,Playdesk and Bricks,1998,470,215
6462-1,Aerial Recovery,1998,92,204
2229-1,Bucketful of Fun,1998,470,201
6083-2,Samurai Stronghold,1998,434,198
5909-1,Treasure Raiders set with Mummy Storage Container,1998,297,196
2879-1,Desert Expedition,1998,297,195
2998-1,Stena Line Ferry,1998,471,195
5948-1,Desert Expedition,1998,297,195
3888-1,Three Eights,1998,399,182
4271-1,FreeStyle Box,1998,399,180
2554-1,Formula 1 Pit Stop,1998,82,172
3581-1,Formula Z Car in Storage Case,1998,480,172
6426-1,Super Cycle Center,1998,103,165
3722-1,"Treasure Tomb, TRU exclusive",1998,297,164
5919-1,The Valley of the Kings,1998,297,164
3030-1,25th Anniversary Silver Tub,1998,505,162
9942-1,Connectors & Bushings,1998,1,160
2234-1,Police Chase,1998,103,157
3040-1,Challenger Set 200,1998,470,155
6451-1,River Response,1998,92,152
9732-1,Extreme Creatures,1998,260,148
2532-1,Aircraft and Ground Crew,1998,68,143
3314-1,Stadium Security,1998,462,143
3571-1,Blackmobile with motor,1998,480,143
5847-1,Surfers' Paradise,1998,323,140
6329-1,Truck Stop,1998,103,139
3119-1,Sunshine Home,1998,668,134
3552-1,Hover Sub with motor,1998,480,126
8239-1,Cyber Challenge,1998,3,121
8226-1,Mud Masher / Desert Stormer,1998,11,120
3118-1,Fun Fashion Boutique,1998,668,119
2224-1,Tubular Chest,1998,505,118
8233-1,MC vs. Stinger,1998,3,118
9203-2,Tech Machines Set,1998,516,116
6580-1,Land Jet 7,1998,87,113
6045-1,Ninja Surprise,1998,434,112
6905-1,Bi-Wing Blaster,1998,134,112
9937-1,Small Chain Links,1998,1,108
6424-1,Rig Racers,1998,101,107
2148-2,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],1998,85,106
6150-1,Crystal Detector,1998,312,105
6159-1,Crystal Detector,1998,312,105
9189-1,Animal and Fun Park,1998,516,105
3442-1,"Legoland California Truck, Limited Edition",1998,85,104
6328-1,Helicopter Transport,1998,100,102
3313-1,Light Poles,1998,462,101
3311-1,Camera Tower,1998,462,100
8219-1,Go-Cart,1998,12,100
2531-1,Rescue Helicopter and Jeep,1998,83,99
6445-1,Emergency Evac,1998,92,99
9654-1,Early Simple Machines II,1998,516,97
5846-1,Desert Island,1998,323,96
6909-1,Sonic Stinger with Promotional Mask,1998,134,96
3309-1,Head Tribune,1998,462,95
4212-1,Starter Set 200,1998,470,95
6907-1,Sonic Stinger,1998,134,95
9133-1,Farm,1998,516,95
3310-1,Commentator and Press Box,1998,462,94
8213-1,Spy Runner,1998,12,92
9730-1,RoboSports,1998,260,91
2269-1,Build a Zoo,1998,505,90
2704-1,Fire Vehicle,1998,505,89
9148-1,Home,1998,516,88
3308-1,Tribune,1998,462,85
9020-1,LEGO Soft Starter Set,1998,526,84
2963-1,Extreme Team Racer,1998,87,83
6589-1,Radical Racer,1998,87,83
9186-1,Indians,1998,665,82
2996-1,Adventurers Tomb,1998,297,81
3551-1,Dino-Jet,1998,480,80
5938-1,Oasis Ambush,1998,297,80
3117-1,Flashy Pool,1998,668,79
6109-1,"Sea Creeper (with Stingray Baseplate, Raised)",1998,313,79
2838-1,Native American Family (Big Chief's Family),1998,665,78
3312-1,Medic's Station,1998,462,78
6140-1,Crab,1998,313,78
9139-1,Push Train,1998,516,74
2965-1,Hornet Scout,1998,134,72
9122-1,Vehicles,1998,516,72
9929-1,Plates Red,1998,524,72
9930-1,Plates Blue,1998,524,72
9931-1,Plates Yellow,1998,524,72
9932-1,Plates Black,1998,524,72
3762-1,Bucket,1998,505,71
2854-1,Bungee Chopper,1998,3,70
5928-1,Bi-Wing Baron,1998,297,70
8202-1,Blast Off Chopper with Bungee Cord Power!,1998,3,70
8218-1,Trike Tourer,1998,13,70
2962-1,Res-Q Lifeguard,1998,92,69
2995-1,Adventurers Car & Skeleton,1998,297,69
2437-1,Sheriff Jake,1998,665,67
3116-1,Cool Ice Cream Cafe,1998,668,67
9149-1,Pony Stables,1998,516,66
4221-1,Challenger Set 100,1998,470,65
2818-1,Me and My House (Villa),1998,652,64
9185-1,Cowboys,1998,516,64
B100-1,Crazy Action Contraptions (Klutz),1998,498,64
8217-1,The Wasp,1998,6,63
2438-1,Big Western Set,1998,665,62
5294-1,"Toggle Joints & Connectors / Pegs, Bushings, & Couplers",1998,453,60
8735-1,Power Pack Motor Set,1998,19,60
6033-1,Treasure Transport,1998,434,59
6837-1,Cosmic Creeper,1998,134,57
6327-1,Turbo Champs,1998,101,55
9943-1,Axles and Extenders,1998,1,54
2555-1,Swing Set,1998,323,53
4211-1,Starter Set 100,1998,470,53
8208-1,Custom Cruiser,1998,13,53
5845-1,Dolphin Show,1998,323,52
6572-1,Wind Runners,1998,87,52
2268-1,Katie Cat Bucket,1998,505,50
3303-1,Field Accessories,1998,462,50
6333-1,Race and Chase,1998,101,50
6422-1,Telephone Repair,1998,103,48
6431-1,Road Rescue,1998,92,48
8209-1,F1 Racer / Future F1,1998,12,48
5841-1,Beach Fun,1998,323,47
2866-1,Animal Playground,1998,645,46
9655-1,Fun Time Gears II,1998,516,46
2964-1,Space Spider,1998,134,45
3114-1,My Place,1998,668,45
6570-1,Snowmobile,1998,51,43
2436-1,Big Chief's Big Camp,1998,665,42
3115-1,Kitchen,1998,668,42
8204-1,Sky Flyer I,1998,6,41
2997-1,Small Bucket,1998,505,40
6326-1,Town Folks,1998,102,40
2223-1,Spooky House,1998,505,39
4280-1,Freestyle Trial Size,1998,399,39
4239-1,Freestyle Set,1998,399,38
5386-1,Antennas and Control Sticks,1998,443,38
5389-1,Divers' Accessories,1998,454,37
5383-1,Castle Accessories,1998,447,36
8203-1,Rover Discovery,1998,11,36
3112-1,Baby's Nursery,1998,668,35
5918-1,Scorpion Tracker,1998,297,35
9137-1,Farm Animals,1998,516,35
2435-1,Western Town,1998,665,33
2222-1,Tunnel Fun,1998,505,32
2600-1,Brontosaurus Family,1998,658,32
3233-1,Fantasy Bird,1998,399,32
6817-1,Beta Buzzer,1998,134,32
2434-1,Sheriff Jake,1998,665,31
2535-1,Formula 1 Racing Car,1998,82,30
3054-1,Kelloggs Promotional Set: TECHNIC Motorcycle,1998,13,30
3504-1,Hook-Truck,1998,480,30
4232-1,Freestyle Set,1998,399,30
2817-1,(Me and My) Birthday,1998,652,29
3531-1,Tri-Bike,1998,480,29
5388-1,"Hinges, Couplings and Turntables",1998,443,29
6325-1,Package Pick-Up,1998,95,29
2922-1,Dinosaur Blocks,1998,658,28
6031-1,Fright Force,1998,195,28
6567-1,Speed Splash,1998,87,28
2544-1,SHELL Promotional Set: TECHNIC Microbike,1998,13,27
2585-1,Handcar,1998,236,27
3234-1,Fantasy Boat,1998,399,27
3532-1,Jet-Ski,1998,480,27
5381-1,Adventurer's Accessories,1998,444,27
2540-1,Fright Knights Catapult Cart,1998,195,26
2586-1,Chess King,1998,186,26
3108-1,Birthday Accessories,1998,668,26
3501-1,Jet-Car,1998,480,26
3017-1,Water Spider,1998,434,25
3018-1,Go! LEGO Shogun,1998,434,25
3204-1,Auntie Jane and Cousin Sophie,1998,668,25
3205-1,Julie's (Andrea's) Picnic Lunch,1998,668,25
